Rank, H1B Visa Sponsor, Job Title, Number of LCA  *, Average Salary
89,Ebix,Developer,2,"$84,500 "
40,Mindteck,Application Developer,5,"$84,581 "
72,Itech Us,Systems Analyst,31,"$84,619 "
154,Ramp Technology Group,Software Developer,19,"$84,632 "
207,Incedo,Database Administrator,3,"$84,640 "
212,New York Technology Partners,Systems Analyst,9,"$84,667 "
128,Sailpoint Technologies,Software Test Engineer,1,"$84,697 "
62,Msx Americas,Programmer/Analyst,4,"$84,726 "
173,Adecco Technical,Qa Analyst,2,"$84,729 "
37,Cgi Technologies And Solutions,Database Administrator,12,"$84,732 "
88,Kedlin Company,Developer,2,"$84,739 "
183,Vsln International,Developer,1,"$84,739 "
117,C2s Technologies,Application Developer,2,"$84,739 "
126,Vanderhouwen & Associates ,Software Test Engineer,1,"$84,739 "
127,Spacelabs Healthcare,Software Test Engineer,1,"$84,739 "
68,Wintek Solutions,Senior Software Engineer,12,"$84,800 "
162,Virtue Group,Systems Analyst,13,"$84,808 "
66,Selectiva Systems,Systems Analyst,33,"$84,848 "
14,V-Soft Consulting Group,Application Developer,10,"$84,900 "
62,Spruce Technology,Computer Systems Analyst,22,"$84,960 "
21,Iit Jobs,Software Developer,70,"$84,974 "
45,Titan Technologies,Systems Analyst,40,"$84,975 "
2,Cgi Technologies And Solutions,Programmer/Analyst,76,"$84,995 "
178,Euromarket Designs (D/B/A Crate & Barrel And Cb2),Developer,1,"$85,000 "
178,Digital Software,Developer,1,"$85,000 "
178,Vitech Systems Group,Developer,1,"$85,000 "
178,Charlotte Metro Federal Credit Union,Developer,1,"$85,000 "
178,Itc Infotech (Usa),Developer,1,"$85,000 "
206,Braves Technologies,Database Administrator,3,"$85,000 "
143,E-Giants Technologies,Java Developer,3,"$85,000 "
208,Nexient,Java Developer,2,"$85,000 "
208,Pro-Tek Consulting,Java Developer,2,"$85,000 "
208,Predica,Java Developer,2,"$85,000 "
34,Bank Of America,Programmer/Analyst,10,"$85,000 "
47,Hsbc Bank Usa,Programmer/Analyst,6,"$85,000 "
100,Greenhill,Programmer/Analyst,2,"$85,000 "
172,Strategic It Alignment Group,Qa Analyst,2,"$85,000 "
124,Calsoft Labs,Software Test Engineer,1,"$85,000 "
124,Citrix Online,Software Test Engineer,1,"$85,000 "
118,C1 Consulting,Data Analyst,2,"$85,000 "
118,Abq Healthcare Partners,Data Analyst,2,"$85,000 "
118,Softsol Resources,Data Analyst,2,"$85,000 "
118,Abq Health Partners,Data Analyst,2,"$85,000 "
177,Qsi Management,Developer,1,"$85,010 "
35,Zensar Technologies,Computer Programmer,42,"$85,054 "
81,Scepter Technologies,Systems Analyst,28,"$85,104 "
10,Tech Mahindra (Americas),Software Engineer,191,"$85,174 "
98,Hallmark Global Technologies,Computer Systems Analyst,14,"$85,214 "
109,"Tomax, A Wholly Owned Subsidiary Of Demandware",Java Developer,4,"$85,250 "
206,Sagarsoft,Java Developer,2,"$85,280 "
206,Canopy One Solutions,Java Developer,2,"$85,280 "
40,Srs Consulting,Programmer Analyst,148,"$85,335 "
91,Smart Works,Systems Analyst,26,"$85,373 "
216,Software Merchant,Software Developer,14,"$85,410 "
31,Tabner,Software Engineer,97,"$85,419 "
153,Brillio,Software Developer,19,"$85,475 "
45,Systems Technology Group,Computer Systems Analyst,29,"$85,499 "
142,Micronet Solutions,Java Developer,3,"$85,567 "
70,Interpro,Java Developer,6,"$85,603 "
125,Accion Labs Us,Qa Analyst,3,"$85,667 "
99,Motivepower,Programmer/Analyst,2,"$85,800 "
33,Bnp Paribas Usa,Programmer/Analyst,10,"$85,900 "
89,Konkasoft,Programmer Analyst,92,"$85,946 "
171,Sally Beauty Supply,Qa Analyst,2,"$85,965 "
140,Talentlink,Java Developer,3,"$86,000 "
140,Eclat Integrated Software Solutions,Java Developer,3,"$86,000 "
116,Exsilio Consulting,Application Developer,2,"$86,000 "
32,Morgan Stanley Fund Services,Programmer/Analyst,10,"$86,000 "
170,"National Medical Care, A Fresenius Medical Care Company",Qa Analyst,2,"$86,000 "
51,Accel Bi,Software Test Engineer,2,"$86,000 "
176,Nicusa,Developer,1,"$86,005 "
115,Environmental Systems Research Institute (esri),Application Developer,2,"$86,135 "
139,Nalashaa,Java Developer,3,"$86,167 "
123,Riverside Technical Services,Software Test Engineer,1,"$86,200 "
26,Xoriant Corporation,Computer Systems Analyst,43,"$86,221 "
142,Thinc Systems,Systems Analyst,15,"$86,235 "
116,Mastech Resourcing,Database Administrator,5,"$86,249 "
154,Netrovert Software,Software Engineer,28,"$86,250 "
50,Ibase Consulting Of Fairfield County,Software Test Engineer,2,"$86,250 "
117,Shutterstock,Data Analyst,2,"$86,250 "
197,Global American Staffing,Computer Programmer,8,"$86,346 "
19,Horizon Technologies,Computer Systems Analyst,56,"$86,411 "
21,Epam Systems,Senior Software Engineer,42,"$86,429 "
61,Siri Infosolutions,Database Administrator,9,"$86,444 "
49,Zf North America,Software Test Engineer,2,"$86,500 "
172,Amdocs,Software Developer,17,"$86,505 "
122,Motorola Mobility,Software Test Engineer,1,"$86,547 "
220,Prelude Systems,Programmer Analyst,53,"$86,553 "
171,E-Business International,Software Developer,17,"$86,647 "
46,Moelis & Company Group,Programmer/Analyst,6,"$86,667 "
90,"Mastech, A Mastech Holdings Company",Systems Analyst,26,"$86,717 "
91,State Street Bank And Trust Company,Business Analyst,15,"$86,731 "
93,Compusoft Integrated Solutions,Qa Analyst,4,"$86,763 "
35,"Collabera,",Software Developer,47,"$86,765 "
215,Galax-Esystems,Software Developer,14,"$86,857 "
48,Amdocs,Software Test Engineer,2,"$86,907 "
190,Torque Technologies,Senior Software Engineer,5,"$86,960 "
101,Idexcel,Software Developer,27,"$86,961 "
175,Opus Consulting Solutions,Developer,1,"$87,000 "
151,Orion Systems Integrators,Database Administrator,4,"$87,020 "
221,Computer Task Group,Computer Systems Analyst,5,"$87,072 "
220,Sai Business Solutions,Computer Systems Analyst,5,"$87,104 "
56,Latitude Consulting Group,Developer,3,"$87,161 "
72,Smart Works,Business Analyst,19,"$87,230 "
121,Fujitsu Network Communications,Software Test Engineer,1,"$87,300 "
205,Denken Solutions,Java Developer,2,"$87,339 "
122,Eclinicalworks,Software Developer,23,"$87,355 "
30,Bally Gaming,Senior Software Engineer,27,"$87,359 "
75,Etouch Systems,Software Engineer,49,"$87,398 "
138,Newt Global Consulting,Java Developer,3,"$87,467 "
203,Datum Consulting Group,Java Developer,2,"$87,500 "
203,4sight Technologies,Java Developer,2,"$87,500 "
61,Credit Suisse Asset Management,Programmer/Analyst,4,"$87,500 "
116,Intent Media,Data Analyst,2,"$87,500 "
44,Dynpro,Computer Systems Analyst,30,"$87,576 "
30,Srs Consulting,Computer Systems Analyst,40,"$87,625 "
111,Verizon Digital Media Services,Senior Software Engineer,8,"$87,630 "
32,Insurance Auto Auctions,Developer,5,"$87,694 "
5,"Mastech, A Mastech Holdings Company",Software Developer,143,"$87,722 "
116,Trianz Consulting,Software Engineer,35,"$87,761 "
174,Delasoft,Developer,1,"$87,818 "
55,Fidessa,Developer,3,"$87,833 "
110,Hawaii Medical Service Association,Senior Software Engineer,8,"$87,882 "
172,Lanyon Solutions,Developer,1,"$88,000 "
172,Incapital,Developer,1,"$88,000 "
114,Tesla Motors,Application Developer,2,"$88,000 "
13,Comtec Consultants,Computer Programmer Analyst,53,"$88,038 "
137,Xpert Technologies,Java Developer,3,"$88,067 "
34,Alpha Net Consulting,Systems Analyst,47,"$88,081 "
27,Dotcom Team,Qa Analyst,10,"$88,120 "
3,Syntel,Programmer Analyst,564,"$88,121 "
113,"Capital One, National Association",Application Developer,2,"$88,125 "
81,Techpillars,Software Developer,31,"$88,147 "
105,Trustek,Software Engineer,37,"$88,243 "
126,E-Business International,Senior Software Engineer,7,"$88,286 "
84,Technosoft,Database Administrator,7,"$88,286 "
82,Innocore Solutions,Senior Software Engineer,10,"$88,290 "
192,Happiest Minds Technologies Private,Software Developer,15,"$88,303 "
169,Hexaware Technologies,Business Analyst,9,"$88,341 "
196,Cyber Group,Computer Programmer,8,"$88,375 "
29,Webilent Technology,Senior Software Engineer,28,"$88,446 "
5,Citrix Systems,Software Test Engineer,20,"$88,550 "
149,Anu Software Consultants,Software Engineer,29,"$88,633 "
214,Responsive Technologies,Software Developer,14,"$88,690 "
60,Kohlberg Kravis Roberts L.P.,Programmer/Analyst,4,"$88,750 "
133,Jrd Systems,Programmer Analyst,74,"$88,849 "
150,Aorta Technologies,Database Administrator,4,"$88,913 "
68,Sunmerge Systems,Data Analyst,3,"$89,000 "
80,Anu Software Consultants,Systems Analyst,28,"$89,077 "
123,Srs Consulting,Business Analyst,12,"$89,083 "
215,Macrosoft,Programmer Analyst,54,"$89,167 "
168,Orion Systems Integrators,Business Analyst,9,"$89,252 "
125,Royal Cyber,Senior Software Engineer,7,"$89,286 "
171,Smartit Staffing,Developer,1,"$89,440 "
202,Hih,Java Developer,2,"$89,479 "
108,Dealer Dot Com,Java Developer,4,"$89,500 "
36,Telecommunication Systems,Software Test Engineer,3,"$89,501 "
133,Computer Global Solutions,Software Developer,21,"$89,564 "
174,Inj Software Solutions,Systems Analyst,12,"$89,623 "
151,Zen3 Info Solutions America,Computer Programmer Analyst,1,"$89,669 "
161,Srs Consulting,Systems Analyst,13,"$89,692 "
120,Adroitent,Software Test Engineer,1,"$89,856 "
68,Ericsson,Application Developer,3,"$89,859 "
119,Kelly Services,Software Test Engineer,1,"$89,918 "
53,1010data Services,Developer,3,"$90,000 "
53,Tango Management Consulting,Developer,3,"$90,000 "
87,Max Finkelstein,Developer,2,"$90,000 "
167,Celerity It,Developer,1,"$90,000 "
168,Proswift  Consulting,Developer,1,"$90,000 "
168,Peake Software Labs,Developer,1,"$90,000 "
168,Twc Administration,Developer,1,"$90,000 "
145,Synergy Computer Solutions,Computer Programmer Analyst,1,"$90,000 "
145,Infogain,Computer Programmer Analyst,1,"$90,000 "
145,Multivision,Computer Programmer Analyst,1,"$90,000 "
145,Tvarana Software Solutions,Computer Programmer Analyst,1,"$90,000 "
145,Crystal Data,Computer Programmer Analyst,1,"$90,000 "
145,V-Soft Consulting Group,Computer Programmer Analyst,1,"$90,000 "
201,Emphasis Software Development,Java Developer,2,"$90,000 "
112,Tt Technologies,Application Developer,2,"$90,000 "
224,Lancesys,Application Developer,1,"$90,000 "
224,Zt Group International,Application Developer,1,"$90,000 "
98,Hutchin Hill Capital,Programmer/Analyst,2,"$90,000 "
221,Athyrium Capital Management,Programmer/Analyst,1,"$90,000 "
221,Avendus Capital,Programmer/Analyst,1,"$90,000 "
221,Martin Capital Management,Programmer/Analyst,1,"$90,000 "
221,Techland,Programmer/Analyst,1,"$90,000 "
221,Tesla Motors,Programmer/Analyst,1,"$90,000 "
115,Robert Bosch,Software Test Engineer,1,"$90,000 "
115,Goalsr,Software Test Engineer,1,"$90,000 "
115,Ge Healthcare Iits Usa,Software Test Engineer,1,"$90,000 "
115,Mindspark Interactive Network,Software Test Engineer,1,"$90,000 "
115,Stratapult,Data Analyst,2,"$90,000 "
225,Integrated Resources,Business Analyst,7,"$90,011 "
53,Headstrong Services,Business Analyst,25,"$90,069 "
224,Circular Edge,Business Analyst,7,"$90,103 "
96,Smart Solutions,Computer Programmer,18,"$90,111 "
37,Cgi Technologies And Solutions,Business Analyst,30,"$90,132 "
71,Mastech Resourcing,Systems Analyst,31,"$90,184 "
114,Fulcrum Technologies,Software Test Engineer,1,"$90,327 "
23,Dotcom Team,Computer Programmer Analyst,27,"$90,407 "
86,Flow Science,Developer,2,"$90,425 "
47,Compest Solutions,Software Test Engineer,2,"$90,500 "
122,Computer Global Solutions,Business Analyst,12,"$90,622 "
111,Three Sigma Software,Application Developer,2,"$90,667 "
71,Mm Infotech,Computer Programmer Analyst,4,"$90,713 "
189,Carefusion,Senior Software Engineer,5,"$90,737 "
67,Whirl-I-Gig,Application Developer,3,"$90,743 "
200,Klntek,Java Developer,2,"$90,750 "
59,Innosight,Programmer/Analyst,4,"$90,813 "
75,Firstkey Mortgage,Programmer/Analyst,3,"$90,833 "
110,Schlumberger Technology,Software Engineer,36,"$90,869 "
166,Insight North America,Developer,1,"$90,948 "
160,Bigbinary,Senior Software Engineer,6,"$91,000 "
165,Creative Licence Digital,Developer,1,"$91,000 "
220,Weiss Asset Management,Programmer/Analyst,1,"$91,000 "
6,Ntt Data,Computer Programmer,183,"$91,016 "
113,Allegion Plc,Software Test Engineer,1,"$91,107 "
199,Atria Consulting,Java Developer,2,"$91,188 "
109,Oclc Online Computer Library Center,Senior Software Engineer,8,"$91,198 "
22,System Soft Technologies,Computer Programmer,55,"$91,215 "
169,Fourth Technologies,Qa Analyst,2,"$91,250 "
182,Stratitude,Systems Analyst,11,"$91,261 "
33,Mckinsey & Company United States,Data Analyst,5,"$91,281 "
70,Aol,Software Engineer,52,"$91,312 "
171,Encore Software Services,Computer Programmer,10,"$91,400 "
223,Innerworkings,Application Developer,1,"$91,494 "
188,Motivity Labs,Software Engineer,22,"$91,500 "
198,Sitek,Java Developer,2,"$91,500 "
221,Compusoft Integrated Solutions,Application Developer,1,"$91,500 "
221,Aci Infotech,Application Developer,1,"$91,500 "
36,Pdx,Developer,4,"$91,520 "
42,Dr/Decision Resources,Data Analyst,4,"$91,531 "
52,Photon Infotech,Developer,3,"$91,571 "
51,Brillio,Developer,3,"$91,667 "
66,Fusion Plus Solutions,Application Developer,3,"$91,667 "
124,Srs Consulting,Qa Analyst,3,"$91,667 "
85,Al Jazeera International (Usa),Developer,2,"$91,671 "
123,Randstad Technologies,Qa Analyst,3,"$91,737 "
65,Dow Jones And Company,Application Developer,3,"$91,913 "
120,Kapstone Technologies,Computer Programmer,14,"$91,980 "
84,Actium Consulting,Developer,2,"$92,000 "
163,Homesite Group,Developer,1,"$92,000 "
163,Infogain,Developer,1,"$92,000 "
197,United Software Group,Java Developer,2,"$92,000 "
219,Vitech Systems Group,Programmer/Analyst,1,"$92,000 "
112,Yee Enterprise Solutions,Software Test Engineer,1,"$92,000 "
172,Eclinicalworks,Computer Systems Analyst,7,"$92,014 "
83,Safeguard Properties,Developer,2,"$92,047 "
75,Indus Valley Partners,Senior Software Engineer,11,"$92,055 "
220,Klntek,Application Developer,1,"$92,061 "
51,Altimetrik,Software Engineer,64,"$92,098 "
219,American Psychological Association,Application Developer,1,"$92,100 "
149,Zensar Technologies,Database Administrator,4,"$92,106 "
22,The Mathworks,Software Engineer,115,"$92,154 "
110,Southwest Business,Application Developer,2,"$92,160 "
50,Innominds Software,Developer,3,"$92,169 "
205,Smart Erp Solutions,Database Administrator,3,"$92,300 "
10,Polar It Services,Programmer/Analyst,45,"$92,338 "
12,IBM,Software Test Engineer,9,"$92,347 "
57,Spirent Communications,Senior Software Engineer,14,"$92,358 "
15,Zensar Technologies,Computer Systems Analyst,66,"$92,368 "
17,Mindlance,Software Test Engineer,6,"$92,424 "
109,Meijer Great Lakes Partnership,Application Developer,2,"$92,500 "
218,Highbridge Capital Management,Application Developer,1,"$92,500 "
114,Compuga,Data Analyst,2,"$92,500 "
190,Sagitec Solutions,Business Analyst,8,"$92,563 "
217,National Committee For Quality Assurance,Application Developer,1,"$92,703 "
49,Nyse Market (De),Developer,3,"$92,750 "
162,Gssr,Software Developer,18,"$92,778 "
1,Ntt Data,Computer Systems Analyst,353,"$92,830 "
103,C3 Systems,Computer Programmer Analyst,2,"$92,900 "
170,Incedo,Software Developer,17,"$92,973 "
204,Estuate,Database Administrator,3,"$93,000 "
102,Uniglobal Technologies,Computer Programmer Analyst,2,"$93,000 "
215,Blue Software,Application Developer,1,"$93,000 "
215,Cdw Technologies,Application Developer,1,"$93,000 "
218,Sierra Ventures Management Ii,Programmer/Analyst,1,"$93,000 "
129,Autoliv Asp,Software Engineer,32,"$93,028 "
3,IBM,Senior Software Engineer,163,"$93,060 "
26,Essex Technology Group,Developer,6,"$93,083 "
82,Lendingtreee,Developer,2,"$93,104 "
92,System Soft Technologies,Qa Analyst,4,"$93,125 "
48,Smart Erp Solutions,Computer Programmer Analyst,10,"$93,131 "
2,Jpmorgan Chase,Application Developer,108,"$93,147 "
160,E-Business International,Software Engineer,27,"$93,167 "
90,Infor (Us),Senior Software Engineer,9,"$93,185 "
41,Infostretch,Senior Software Engineer,20,"$93,253 "
136,Trigyn Technologies,Java Developer,3,"$93,333 "
67,Squillion Systems,Data Analyst,3,"$93,359 "
29,Jpmorgan Chase,Business Analyst,35,"$93,366 "
8,Successfactors,Developer,17,"$93,371 "
34,System Soft Technologies,Database Administrator,13,"$93,377 "
149,Populus Group,Systems Analyst,14,"$93,383 "
162,Epis,Developer,1,"$93,390 "
23,Tekmark Global Solutions,Application Developer,8,"$93,429 "
15,Sap America,Developer,10,"$93,490 "
93,Charter Global,Database Administrator,6,"$93,507 "
137,Iris Software,Software Developer,20,"$93,571 "
161,Networqx,Developer,1,"$93,600 "
214,"Collabera,",Application Developer,1,"$93,600 "
196,Valtech Solutions,Java Developer,2,"$93,750 "
46,Faraday & Future,Software Test Engineer,2,"$93,798 "
74,"Trizetto, A Cognizant Company",Senior Software Engineer,11,"$93,861 "
32,Tekorg,Data Analyst,5,"$93,977 "
195,Apex Systems,Java Developer,2,"$94,000 "
39,Genisys Technologies,Application Developer,5,"$94,000 "
219,Sikka Software,Computer Systems Analyst,5,"$94,001 "
213,Bank Of The West,Application Developer,1,"$94,050 "
26,Instructure,Software Test Engineer,4,"$94,063 "
17,Itech Us,Software Engineer,131,"$94,169 "
194,C&T Information Technology Consulting,Java Developer,2,"$94,252 "
80,Tata Consultancy Services,Computer Programmer,23,"$94,317 "
217,Perella Weinberg Partners Group,Programmer/Analyst,1,"$94,333 "
107,Samsung Pay,Java Developer,4,"$94,373 "
20,Ntt Data,Database Administrator,20,"$94,376 "
51,Wal-Mart Associates,Systems Analyst,37,"$94,429 "
7,IBM,Software Engineer,392,"$94,439 "
106,Sparksoft,Java Developer,4,"$94,500 "
108,It Trailblazers,Application Developer,2,"$94,500 "
211,Talx Ucm Services,Application Developer,1,"$94,500 "
211,Vanderbilt University,Application Developer,1,"$94,500 "
84,Randstad Technologies,Business Analyst,17,"$94,528 "
74,Rule 14,Programmer/Analyst,3,"$94,554 "
223,Netcracker Technology,Business Analyst,7,"$94,572 "
102,Veritas Technologies,Software Engineer,38,"$94,627 "
69,American Technology Consulting,Java Developer,6,"$94,750 "
193,Stiaos Technologies,Java Developer,2,"$94,750 "
4,State Street Bank And Trust Company,Application Developer,33,"$94,823 "
67,Pantar Solutions,Senior Software Engineer,12,"$94,825 "
51,Comtec Consultants,Software Developer,40,"$94,835 "
148,Amadeus North America,Software Engineer,29,"$94,868 "
102,Accenture,Computer Systems Analyst,13,"$94,903 "
81,Sei Investments Company,Developer,2,"$95,000 "
158,Twentyseven Enterprises,Developer,1,"$95,000 "
158,Jackson Lewis P.C.,Developer,1,"$95,000 "
158,Corax Cyber Security,Developer,1,"$95,000 "
191,Cloudpoint Systems,Java Developer,2,"$95,000 "
191,Synapse Group,Java Developer,2,"$95,000 "
106,Harland Clarke,Application Developer,2,"$95,000 "
106,Source Healthcare Analytics,Application Developer,2,"$95,000 "
206,Oberon It,Application Developer,1,"$95,000 "
206,Lewis-Goetz And Company,Application Developer,1,"$95,000 "
206,Itdr,Application Developer,1,"$95,000 "
206,Florida Family Insurance Company,Application Developer,1,"$95,000 "
206,O2 Technologies,Application Developer,1,"$95,000 "
44,Antuit,Programmer/Analyst,7,"$95,000 "
97,Qatalyst Partners,Programmer/Analyst,2,"$95,000 "
212,Hooklogic,Programmer/Analyst,1,"$95,000 "
212,Ops Rules Partners,Programmer/Analyst,1,"$95,000 "
212,J. Aron & Company,Programmer/Analyst,1,"$95,000 "
212,Nasuni,Programmer/Analyst,1,"$95,000 "
212,Greentech Capital Advisors,Programmer/Analyst,1,"$95,000 "
45,Srs Consulting,Software Test Engineer,2,"$95,000 "
111,Cigna Hlic,Software Test Engineer,1,"$95,000 "
66,Twin Prime,Data Analyst,3,"$95,000 "
113,Computer Global Solutions,Data Analyst,2,"$95,000 "
188,Mistral Solutions,Computer Systems Analyst,6,"$95,037 "
49,Wayfair,Software Engineer,65,"$95,114 "
96,Signpost Capital Advisors,Programmer/Analyst,2,"$95,250 "
160,Accenture,Systems Analyst,13,"$95,257 "
16,Client Network Services,Senior Software Engineer,50,"$95,360 "
124,Fis Management Services,Senior Software Engineer,7,"$95,418 "
205,U.S. Bank National Association,Application Developer,1,"$95,519 "
218,Adventure Solutions,Computer Systems Analyst,5,"$95,535 "
64,Staples,Senior Software Engineer,13,"$95,633 "
197,Appfolio,Software Engineer,21,"$95,638 "
28,Populus Group,Business Analyst,35,"$95,837 "
80,Object Information Services,Developer,2,"$96,000 "
204,Guess?,Application Developer,1,"$96,000 "
110,Viewsoft,Software Test Engineer,1,"$96,000 "
157,Delta Air Lines,Developer,1,"$96,012 "
153,Cgi Technologies And Solutions,Software Engineer,28,"$96,056 "
71,Populus Group,Qa Analyst,5,"$96,096 "
49,Orion Systems Integrators,Software Developer,42,"$96,120 "
156,Life Technologies,Developer,1,"$96,125 "
57,Euclid Technologies,Business Analyst,22,"$96,260 "
38,Impetus Technologies,Senior Software Engineer,22,"$96,364 "
88,Addon Technologies,Computer Systems Analyst,15,"$96,433 "
203,Tek-Pal,Database Administrator,3,"$96,512 "
155,Morningstar,Developer,1,"$96,534 "
135,Ulab,Java Developer,3,"$96,667 "
109,Hire It People,Software Test Engineer,1,"$96,720 "
111,Inovant,Systems Analyst,21,"$96,789 "
148,Cyber Consulting,Database Administrator,4,"$96,855 "
154,Carlypso,Developer,1,"$96,866 "
105,Skillstorm Commercial Services,Java Developer,4,"$96,980 "
9,System Soft Technologies,Software Developer,119,"$97,128 "
19,Capital One Services,Software Engineer,117,"$97,133 "
211,Cronus Technology,Programmer/Analyst,1,"$97,200 "
79,Ost,Computer Programmer Analyst,3,"$97,250 "
171,Brillersys,Computer Systems Analyst,7,"$97,323 "
190,Globant,Java Developer,2,"$97,500 "
58,Evercore Partners Services East,Programmer/Analyst,4,"$97,500 "
108,Getgo,Software Test Engineer,1,"$97,500 "
187,Ciber,Computer Systems Analyst,6,"$97,542 "
48,Infobahn Softworld,Developer,3,"$97,599 "
108,Ptc,Senior Software Engineer,8,"$97,636 "
36,Aol,Senior Software Engineer,24,"$97,716 "
87,Populus Group,Software Developer,30,"$97,793 "
220,Microstrategy,Software Engineer,19,"$97,801 "
186,Tata Consultancy Services,Computer Systems Analyst,6,"$97,846 "
73,Mastercard International,Senior Software Engineer,11,"$97,874 "
210,Pioneer Consulting Services,Programmer/Analyst,1,"$98,000 "
153,Comsol,Developer,1,"$98,009 "
134,Actium Consulting,Java Developer,3,"$98,080 "
189,Cambia Health Solutions,Java Developer,2,"$98,137 "
68,Citrix Systems,Software Engineer,53,"$98,165 "
104,Experis Us,Systems Analyst,22,"$98,260 "
133,Tata Consultancy Services,Java Developer,3,"$98,333 "
188,Aroha Technologies,Java Developer,2,"$98,400 "
67,"Capital One, National Association",Software Engineer,53,"$98,442 "
4,Capgemini,Developer,60,"$98,467 "
65,Qualcomm Technologies,Software Engineer,54,"$98,473 "
152,Nationstar Mortgage,Developer,1,"$98,476 "
31,Uber Technologies,Data Analyst,5,"$98,586 "
20,Populus Group,Software Test Engineer,5,"$98,592 "
121,Intel,Systems Analyst,19,"$98,709 "
33,Globallogic,Software Engineer,90,"$98,721 "
104,22nd Century Staffing,Java Developer,4,"$98,748 "
203,Yourcause,Application Developer,1,"$98,760 "
48,Symantec,Software Engineer,65,"$98,769 "
151,Code Ace Solutions,Developer,1,"$98,800 "
202,Coriell Institute For Medical Research,Application Developer,1,"$98,921 "
202,Best Doctors,Database Administrator,3,"$98,927 "
5,Sap Labs,Developer,58,"$98,933 "
161,Global Infotech,Software Developer,18,"$99,000 "
201,Nextgen Technologies,Application Developer,1,"$99,000 "
17,Sybase,Developer,9,"$99,012 "
1,Ntt Data,Software Developer,370,"$99,140 "
222,Sapiens Na Insurance Solutions,Business Analyst,7,"$99,143 "
104,Smart Works,Software Engineer,37,"$99,148 "
105,Talx,Application Developer,2,"$99,201 "
40,Cerner,Senior Software Engineer,20,"$99,220 "
49,Ekuber Ventures,Application Developer,4,"$99,247 "
159,Essence Group Holdings,Senior Software Engineer,6,"$99,303 "
112,Dish Network,Data Analyst,2,"$99,339 "
33,Ciber,Java Developer,12,"$99,442 "
53,Emc,Software Engineer,63,"$99,605 "
96,"Wisdom Infotech,",Software Engineer,42,"$99,653 "
115,Comtec Consultants,Software Engineer,35,"$99,853 "
81,Ameriinfo,Senior Software Engineer,10,"$99,896 "
35,"Strategic Staffing Solutions, L.C.",Developer,4,"$99,965 "
144,Mapbox,Developer,1,"$100,000 "
144,Alphadyne Asset Management,Developer,1,"$100,000 "
144,Iris Software,Developer,1,"$100,000 "
144,"Carlson Capital, L.P.",Developer,1,"$100,000 "
144,First Eagle Investment Management,Developer,1,"$100,000 "
144,The Phelps Group,Developer,1,"$100,000 "
144,Akuna Capital,Developer,1,"$100,000 "
144,Orion Systems Integrators,Computer Programmer Analyst,1,"$100,000 "
64,Vivsoft Technologies,Application Developer,3,"$100,000 "
196,Advancedmd,Application Developer,1,"$100,000 "
196,Enso Financial Management,Application Developer,1,"$100,000 "
196,Allegis Group,Application Developer,1,"$100,000 "
196,Nous Infosystems Pvt.,Application Developer,1,"$100,000 "
196,Implementation Technologies Consulting,Application Developer,1,"$100,000 "
199,Abraaj North America,Programmer/Analyst,1,"$100,000 "
199,Mercury Capital Advisors Group Gp,Programmer/Analyst,1,"$100,000 "
104,Sacc,Software Test Engineer,1,"$100,000 "
104,Flexton,Software Test Engineer,1,"$100,000 "
104,Trilliant Networks,Software Test Engineer,1,"$100,000 "
104,Bright Market,Software Test Engineer,1,"$100,000 "
111,It Cats,Data Analyst,2,"$100,000 "
107,Arris Technology,Senior Software Engineer,8,"$100,098 "
89,Aci Worldwide,Senior Software Engineer,9,"$100,191 "
58,American Express Travel Related Services,Software Engineer,58,"$100,287 "
170,Teradata Operations,Computer Systems Analyst,7,"$100,311 "
143,Insurance Services Office,Developer,1,"$100,350 "
73,Western Digital Technologies,Programmer/Analyst,3,"$100,374 "
22,Equifax Information Services,Application Developer,8,"$100,433 "
20,Altimetrik,Senior Software Engineer,42,"$100,458 "
198,Vista Equity Partners Management,Programmer/Analyst,1,"$100,500 "
57,Dice It Solutions,Systems Analyst,35,"$100,682 "
104,Forseva,Application Developer,2,"$100,714 "
27,IBM,Software Developer,61,"$100,825 "
3,Arista Networks,Software Test Engineer,28,"$100,864 "
6,Intel,Application Developer,29,"$100,912 "
88,Pros,Senior Software Engineer,9,"$100,923 "
158,Answers,Senior Software Engineer,6,"$100,971 "
79,Sellect Commerce,Developer,2,"$101,000 "
28,Altera,Application Developer,7,"$101,179 "
78,Potion Design,Developer,2,"$101,200 "
103,Gcom Software,Java Developer,4,"$101,250 "
191,Graviton Consulting Services,Software Developer,15,"$101,400 "
7,Brocade Communications Systems,Software Test Engineer,16,"$101,534 "
188,Robert Bosch,Senior Software Engineer,5,"$101,587 "
103,Virgin America,Software Test Engineer,1,"$101,592 "
141,Prokarma,Systems Analyst,15,"$101,800 "
43,V-Soft Consulting Group,Computer Systems Analyst,30,"$101,883 "
123,Interactive Communications International,Senior Software Engineer,7,"$101,899 "
102,General Motors Company,Software Test Engineer,1,"$101,903 "
122,Xavient Information Systems,Senior Software Engineer,7,"$102,034 "
48,Techland,Application Developer,4,"$102,250 "
197,Fidelity Brokerage Services,Programmer/Analyst,1,"$102,336 "
12,Randstad Technologies,Software Developer,90,"$102,414 "
83,Ciber,Database Administrator,7,"$102,449 "
50,Cgi Technologies And Solutions,Software Developer,41,"$102,482 "
77,Commonwealth Equity Services,Developer,2,"$102,500 "
