Rank,H1B Visa Sponsor,Job Title,Number of LCA,Average Salary
208,Teradyne Infotech,Computer Systems Analyst,6,"$62,775 "
207,Core Software Technologies,Computer Systems Analyst,6,"$63,167 "
35,NaztecÂ® International Group,Application Developer,6,"$63,440 "
64,Openmind Systems,Computer Programmer Analyst,6,"$63,814 "
27,Sritek,Data Analyst,6,"$64,593 "
205,Klouddata,Computer Systems Analyst,6,"$64,667 "
204,Techexcel,Computer Systems Analyst,6,"$64,887 "
64,Vensoft,Qa Analyst,6,"$64,938 "
203,Savvytech Solutions,Computer Systems Analyst,6,"$65,000 "
63,Ebusiness Solutions,Qa Analyst,6,"$65,000 "
201,Riteclik,Computer Systems Analyst,6,"$66,667 "
53,Exeter Pharma Consultancy,Programmer/Analyst,6,"$66,874 "
98,Manasi Information Technologies,Database Administrator,6,"$67,100 "
164,Prolifics,Senior Software Engineer,6,"$67,902 "
97,Conferra Software,Database Administrator,6,"$68,179 "
200,Corpsystems,Computer Systems Analyst,6,"$68,554 "
25,Focus It,Data Analyst,6,"$69,708 "
28,Valtech Solutions,Developer,6,"$70,000 "
76,Impetusit,Java Developer,6,"$70,319 "
199,Biztech Solutions,Computer Systems Analyst,6,"$70,833 "
34,Serenity Infotech,Application Developer,6,"$70,833 "
18,Teknosys,Software Test Engineer,6,"$71,442 "
198,Tek Analytics,Computer Systems Analyst,6,"$71,625 "
197,Software Professionals,Computer Systems Analyst,6,"$72,295 "
33,Fortune Minds,Application Developer,6,"$73,096 "
196,Manage My Dream,Computer Systems Analyst,6,"$73,167 "
194,Softhq,Computer Systems Analyst,6,"$74,250 "
73,SSV Systems,Java Developer,6,"$75,000 "
62,Msrcosmos,Computer Programmer Analyst,6,"$76,250 "
52,Sg Americas Securities,Programmer/Analyst,6,"$76,667 "
193,Icube Consultancy Services,Computer Systems Analyst,6,"$77,333 "
72,D2sol,Java Developer,6,"$77,500 "
192,"Srk Group,",Computer Systems Analyst,6,"$77,764 "
191,Predictive Analytics Decision Services (Usa),Computer Systems Analyst,6,"$78,117 "
190,S R International,Computer Systems Analyst,6,"$78,206 "
27,Ecap & Sol,Developer,6,"$78,307 "
51,Morgan Stanley Capital Group,Programmer/Analyst,6,"$78,333 "
71,Select It Resources,Java Developer,6,"$81,640 "
94,Sliq Information Technologies,Database Administrator,6,"$81,813 "
50,Baker And Mckenzie Consulting,Programmer/Analyst,6,"$82,000 "
189,Progressive Technology Solutions,Computer Systems Analyst,6,"$82,274 "
49,National Economic Research Associates,Programmer/Analyst,6,"$82,542 "
48,Mckinsey & Company United States,Programmer/Analyst,6,"$84,427 "
47,Hsbc Bank Usa,Programmer/Analyst,6,"$85,000 "
70,Interpro,Java Developer,6,"$85,603 "
46,Moelis & Company Group,Programmer/Analyst,6,"$86,667 "
160,Bigbinary,Senior Software Engineer,6,"$91,000 "
17,Mindlance,Software Test Engineer,6,"$92,424 "
26,Essex Technology Group,Developer,6,"$93,083 "
188,Mistral Solutions,Computer Systems Analyst,6,"$95,037 "
159,Essence Group Holdings,Senior Software Engineer,6,"$99,303 "
158,Answers,Senior Software Engineer,6,"$100,971 "
185,Cook Systems International,Computer Systems Analyst,6,"$103,197 "
157,Thomson Reuters,Senior Software Engineer,6,"$104,296 "
68,Azimetry,Java Developer,6,"$108,578 "
45,"D. E. Shaw, L.P.",Programmer/Analyst,6,"$112,333 "
154,Mckesson,Senior Software Engineer,6,"$114,361 "
153,Kaplan,Senior Software Engineer,6,"$114,400 "
152,The Depository Trust And Clearing,Senior Software Engineer,6,"$114,675 "
16,Versa Networks,Software Test Engineer,6,"$116,228 "
151,Nike,Senior Software Engineer,6,"$117,253 "
150,A10 Networks,Senior Software Engineer,6,"$119,129 "
149,Shutterfly,Senior Software Engineer,6,"$119,183 "
148,Brightcove,Senior Software Engineer,6,"$120,365 "
147,Mediamath,Senior Software Engineer,6,"$123,333 "
146,Shieldx Networks,Senior Software Engineer,6,"$126,152 "
145,Informatica,Senior Software Engineer,6,"$126,170 "
144,Vision Service Plan,Senior Software Engineer,6,"$127,156 "
31,Teksystems,Application Developer,6,"$127,227 "
142,Eharmony,Senior Software Engineer,6,"$130,833 "
141,Demandware,Senior Software Engineer,6,"$130,999 "
140,Ebates Performance Marketing,Senior Software Engineer,6,"$132,893 "
139,Fireeye,Senior Software Engineer,6,"$133,811 "
138,Hortonworks,Senior Software Engineer,6,"$137,503 "
137,Disney Online,Senior Software Engineer,6,"$138,741 "
136,Mobileiron,Senior Software Engineer,6,"$138,758 "
135,Maplebear,Senior Software Engineer,6,"$144,167 "
134,Jet.Com,Senior Software Engineer,6,"$145,000 "
133,Etsy,Senior Software Engineer,6,"$149,467 "
132,Credify Finance,Senior Software Engineer,6,"$149,537 "
131,Baidu Usa,Senior Software Engineer,6,"$150,600 "
144,Transnational Software Services,Database Administrator,5,"$50,324 "
70,Indidge Systems,Computer Programmer Analyst,5,"$54,988 "
91,Polakams,Qa Analyst,5,"$57,000 "
90,It Cats,Qa Analyst,5,"$57,357 "
89,Embtel,Qa Analyst,5,"$58,760 "
138,Ameritch Global,Database Administrator,5,"$60,000 "
100,Ecloud Labs,Java Developer,5,"$60,000 "
87,Excela Solutions,Qa Analyst,5,"$60,000 "
23,Lorven Bpm Technologies,Software Test Engineer,5,"$60,000 "
137,Implify,Database Administrator,5,"$61,000 "
99,Fusionsoft Technologies,Java Developer,5,"$61,000 "
136,Sai Strategic Solutions,Database Administrator,5,"$61,500 "
134,Apps Technology,Database Administrator,5,"$63,025 "
56,Nyse Market (De),Programmer/Analyst,5,"$63,800 "
46,Sigilinfotech,Application Developer,5,"$64,000 "
132,Americloud Solutions,Database Administrator,5,"$64,355 "
96,Jonam Systems,Java Developer,5,"$64,739 "
55,Econ One Research,Programmer/Analyst,5,"$65,438 "
95,Blue Cloud Techs Corp,Java Developer,5,"$65,967 "
131,Nrich Enterprise Solutions,Database Administrator,5,"$66,000 "
129,S Cube Soft,Database Administrator,5,"$66,400 "
93,Tekivy,Java Developer,5,"$67,000 "
68,Sqa Concepts,Computer Programmer Analyst,5,"$67,800 "
92,Infosmart Technologies,Java Developer,5,"$68,000 "
91,Maganti It Resources,Java Developer,5,"$68,496 "
81,Gallop Solutions,Qa Analyst,5,"$69,053 "
90,Resolve Tech Solutions,Java Developer,5,"$69,208 "
45,Meritel Group,Application Developer,5,"$70,000 "
36,Byte Consulting,Data Analyst,5,"$70,000 "
80,Eish Technologies,Qa Analyst,5,"$70,200 "
123,Svt,Database Administrator,5,"$70,403 "
89,Proser,Java Developer,5,"$70,818 "
88,Medhok,Java Developer,5,"$71,000 "
122,Sedna Consulting Group,Database Administrator,5,"$71,545 "
87,Kanor Systems,Java Developer,5,"$72,280 "
78,Mnk Infotech,Qa Analyst,5,"$72,800 "
34,"Scioinspire,",Data Analyst,5,"$73,297 "
85,American Unit,Java Developer,5,"$73,548 "
76,Data S Solutions,Qa Analyst,5,"$73,800 "
22,Le Technology,Software Test Engineer,5,"$73,866 "
75,3qi Labs,Qa Analyst,5,"$74,000 "
67,Urooj,Computer Programmer Analyst,5,"$74,282 "
193,Gspann Technologies,Senior Software Engineer,5,"$75,616 "
192,Majesco,Senior Software Engineer,5,"$75,684 "
34,Northwestern University,Developer,5,"$75,698 "
83,Mindteck,Java Developer,5,"$75,815 "
43,Union Pacific Railroad,Application Developer,5,"$76,080 "
74,Verotech Solutions,Qa Analyst,5,"$77,376 "
225,Uis Consulting,Computer Systems Analyst,5,"$77,859 "
191,V.L.S Systems,Senior Software Engineer,5,"$78,400 "
224,Mindboard,Computer Systems Analyst,5,"$78,500 "
223,Power Costs,Computer Systems Analyst,5,"$79,828 "
118,Pnv Solutions,Database Administrator,5,"$80,000 "
72,Nam Technologies,Qa Analyst,5,"$80,000 "
117,Innova Solutions,Database Administrator,5,"$80,280 "
81,"Ektha  Solutions, ",Java Developer,5,"$80,300 "
79,Rylee Technologies,Java Developer,5,"$80,800 "
54,Promontory Financial Group,Programmer/Analyst,5,"$81,150 "
41,Bsc Solutions,Application Developer,5,"$82,708 "
222,Cottonwood & Abbey Technology Partners,Computer Systems Analyst,5,"$83,616 "
190,Torque Technologies,Senior Software Engineer,5,"$86,960 "
221,Computer Task Group,Computer Systems Analyst,5,"$87,072 "
220,Sai Business Solutions,Computer Systems Analyst,5,"$87,104 "
32,Insurance Auto Auctions,Developer,5,"$87,694 "
189,Carefusion,Senior Software Engineer,5,"$90,737 "
219,Sikka Software,Computer Systems Analyst,5,"$94,001 "
218,Adventure Solutions,Computer Systems Analyst,5,"$95,535 "
188,Robert Bosch,Senior Software Engineer,5,"$101,587 "
187,Continental Automotive Systems,Senior Software Engineer,5,"$102,617 "
31,Netwoven,Developer,5,"$102,674 "
186,Peoplefluent,Senior Software Engineer,5,"$103,256 "
185,Incontact,Senior Software Engineer,5,"$104,800 "
184,Pathpartner Technology,Senior Software Engineer,5,"$106,200 "
183,Apollo Education Group,Senior Software Engineer,5,"$106,261 "
182,Isr Info Way,Senior Software Engineer,5,"$106,615 "
181,Lexisnexis Risk Solutions,Senior Software Engineer,5,"$107,393 "
179,Razorfish,Senior Software Engineer,5,"$111,313 "
19,The Ultimate Software Group,Software Test Engineer,5,"$111,354 "
178,Cvent,Senior Software Engineer,5,"$115,882 "
115,Amazon,Database Administrator,5,"$116,400 "
177,Artyllect,Senior Software Engineer,5,"$127,000 "
176,Equinix,Senior Software Engineer,5,"$132,664 "
175,Telenav,Senior Software Engineer,5,"$135,116 "
174,Svb Financial Group,Senior Software Engineer,5,"$135,159 "
173,Turn,Senior Software Engineer,5,"$136,137 "
172,Imvu,Senior Software Engineer,5,"$139,681 "
171,Qualys,Senior Software Engineer,5,"$143,000 "
217,The Baer Group,Computer Systems Analyst,5,"$143,520 "
170,Credit Karma,Senior Software Engineer,5,"$143,849 "
169,Mapr Technologies,Senior Software Engineer,5,"$146,300 "
168,Electronic Arts,Senior Software Engineer,5,"$152,802 "
167,Nerdwallet,Senior Software Engineer,5,"$159,000 "
166,Gridstore,Senior Software Engineer,5,"$164,300 "
197,Blogs For Brands,Database Administrator,4,"$44,678 "
196,American Software Resources,Database Administrator,4,"$48,755 "
122,Thought Byte,Qa Analyst,4,"$50,752 "
121,Brightpier Tech,Qa Analyst,4,"$51,053 "
195,Vigilant Technologies,Database Administrator,4,"$51,500 "
68,"Golman, Sachs",Programmer/Analyst,4,"$51,700 "
120,Mojid Solutions LLC,Qa Analyst,4,"$52,000 "
194,Sanra Solutions,Database Administrator,4,"$55,883 "
117,Vividiansoft,Qa Analyst,4,"$58,209 "
191,Cougar Tech,Database Administrator,4,"$58,371 "
190,Lethya Group,Database Administrator,4,"$59,108 "
58,Midland Credit Management,Data Analyst,4,"$59,962 "
77,Makdi Software Services,Computer Programmer Analyst,4,"$60,000 "
130,Om Tek,Java Developer,4,"$60,000 "
57,Iit Work Force,Application Developer,4,"$60,000 "
115,Invensys Pro,Qa Analyst,4,"$60,000 "
115,Procal Technologies,Qa Analyst,4,"$60,000 "
32,Data Solutions,Software Test Engineer,4,"$60,000 "
43,Nexient,Developer,4,"$60,012 "
56,Applet Systems,Data Analyst,4,"$60,033 "
189,Expandtree,Database Administrator,4,"$60,500 "
67,Xaxis,Programmer/Analyst,4,"$60,500 "
54,American Infosys,Data Analyst,4,"$60,500 "
54,Itlize Global,Data Analyst,4,"$60,500 "
114,Astir Technologies,Qa Analyst,4,"$60,750 "
187,Realsoft Technologies,Database Administrator,4,"$61,000 "
53,Axis Tech,Data Analyst,4,"$61,625 "
56,First Data Technologies,Application Developer,4,"$62,325 "
181,Epsoft Technologies,Database Administrator,4,"$62,500 "
129,Xtramile Soft,Java Developer,4,"$64,000 "
179,Audlink,Database Administrator,4,"$64,500 "
178,Comtek Global,Database Administrator,4,"$64,800 "
175,"L And T Technology Services,",Database Administrator,4,"$65,000 "
128,Jvr Tech,Java Developer,4,"$65,000 "
106,Privity Solutions,Qa Analyst,4,"$65,000 "
127,Tekdynamics,Java Developer,4,"$65,042 "
55,"Yeti Technologies, Dba",Application Developer,4,"$65,260 "
173,Datametrics Software Systems,Database Administrator,4,"$65,625 "
42,3 Share,Developer,4,"$65,975 "
126,Gva Infotech,Java Developer,4,"$66,000 "
53,The University Of Iowa,Application Developer,4,"$66,130 "
172,Harvest Software Solutions,Database Administrator,4,"$66,959 "
170,Vortalsoft,Database Administrator,4,"$67,100 "
75,Persistent Telecom Solutions,Computer Programmer Analyst,4,"$67,293 "
124,Gallup,Java Developer,4,"$67,500 "
168,Msit Systems,Database Administrator,4,"$68,000 "
66,Global Atlantic Financial Company,Programmer/Analyst,4,"$69,425 "
166,Candor Ps,Database Administrator,4,"$69,750 "
65,Cra International,Programmer/Analyst,4,"$69,766 "
100,Hrtronix,Qa Analyst,4,"$70,000 "
30,Ntest,Software Test Engineer,4,"$70,000 "
122,Varunavi It Consultants,Java Developer,4,"$70,764 "
120,Sapphire Software Solutions,Java Developer,4,"$71,261 "
98,Eminence It Solutions,Qa Analyst,4,"$71,792 "
118,Elipsiqorporation,Java Developer,4,"$71,875 "
74,Erp Global,Computer Programmer Analyst,4,"$72,000 "
73,Positive Group,Computer Programmer Analyst,4,"$72,500 "
161,Talent Space,Database Administrator,4,"$74,000 "
47,Focuskpi,Data Analyst,4,"$74,230 "
97,Thoughtwave Software And Solutions,Qa Analyst,4,"$74,250 "
29,Dassault Systemes Biovia,Software Test Engineer,4,"$74,375 "
115,Acclaris,Java Developer,4,"$74,470 "
96,Sarian Solutions,Qa Analyst,4,"$74,750 "
158,Alturaus,Database Administrator,4,"$75,000 "
72,Evoke Technologies Private,Computer Programmer Analyst,4,"$75,049 "
157,Zetta Data Systems,Database Administrator,4,"$75,250 "
114,Symphony,Java Developer,4,"$75,341 "
52,Atos It Solutions And Services,Application Developer,4,"$76,190 "
63,Akqa,Programmer/Analyst,4,"$76,370 "
95,Agile1tech,Qa Analyst,4,"$76,960 "
112,Ample It Services,Java Developer,4,"$80,000 "
44,Shaping Data Solutions,Data Analyst,4,"$80,000 "
50,Sarkit,Application Developer,4,"$82,281 "
27,World Ip Phone,Software Test Engineer,4,"$82,750 "
94,Everest Technologies,Qa Analyst,4,"$83,500 "
154,Imaginea Technologies,Database Administrator,4,"$83,751 "
62,Msx Americas,Programmer/Analyst,4,"$84,726 "
109,"Tomax, A Wholly Owned Subsidiary Of Demandware",Java Developer,4,"$85,250 "
93,Compusoft Integrated Solutions,Qa Analyst,4,"$86,763 "
61,Credit Suisse Asset Management,Programmer/Analyst,4,"$87,500 "
60,Kohlberg Kravis Roberts L.P.,Programmer/Analyst,4,"$88,750 "
150,Aorta Technologies,Database Administrator,4,"$88,913 "
108,Dealer Dot Com,Java Developer,4,"$89,500 "
71,Mm Infotech,Computer Programmer Analyst,4,"$90,713 "
59,Innosight,Programmer/Analyst,4,"$90,813 "
36,Pdx,Developer,4,"$91,520 "
42,Dr/Decision Resources,Data Analyst,4,"$91,531 "
26,Instructure,Software Test Engineer,4,"$94,063 "
107,Samsung Pay,Java Developer,4,"$94,373 "
106,Sparksoft,Java Developer,4,"$94,500 "
148,Cyber Consulting,Database Administrator,4,"$96,855 "
105,Skillstorm Commercial Services,Java Developer,4,"$96,980 "
58,Evercore Partners Services East,Programmer/Analyst,4,"$97,500 "
104,22nd Century Staffing,Java Developer,4,"$98,748 "
49,Ekuber Ventures,Application Developer,4,"$99,247 "
35,"Strategic Staffing Solutions, L.C.",Developer,4,"$99,965 "
48,Techland,Application Developer,4,"$102,250 "
101,Judge Technical Services,Java Developer,4,"$104,342 "
147,Kronos,Database Administrator,4,"$115,191 "
225,Fareportal,Senior Software Engineer,4,"$117,500 "
224,The Nielsen Company (Us),Senior Software Engineer,4,"$117,750 "
223,Shared Technology Services Group,Senior Software Engineer,4,"$118,618 "
222,Constant Contact,Senior Software Engineer,4,"$119,547 "
221,Ncr,Senior Software Engineer,4,"$122,140 "
220,Getty Images (Seattle),Senior Software Engineer,4,"$122,409 "
219,Financial Engines,Senior Software Engineer,4,"$123,572 "
218,A-1 Technology,Senior Software Engineer,4,"$124,800 "
217,Ascentis,Senior Software Engineer,4,"$125,000 "
216,8l Design,Senior Software Engineer,4,"$127,500 "
215,"St. Jude Medical, Af Division",Senior Software Engineer,4,"$130,151 "
214,Saavn,Senior Software Engineer,4,"$130,325 "
213,Accelops,Senior Software Engineer,4,"$131,794 "
212,Zynga,Senior Software Engineer,4,"$135,518 "
211,Arimo,Senior Software Engineer,4,"$135,601 "
210,Samsung Information Systems America,Senior Software Engineer,4,"$135,836 "
209,Zulily,Senior Software Engineer,4,"$136,200 "
208,Tunein,Senior Software Engineer,4,"$136,880 "
206,The New York Times Company,Senior Software Engineer,4,"$137,500 "
206,Automation Anywhere,Senior Software Engineer,4,"$137,500 "
205,Veeva Systems,Senior Software Engineer,4,"$137,692 "
204,Docusign,Senior Software Engineer,4,"$141,309 "
203,Calypso Technology,Senior Software Engineer,4,"$142,123 "
202,Nextdoor.Com,Senior Software Engineer,4,"$143,921 "
200,Faraday & Future,Senior Software Engineer,4,"$145,000 "
196,Sysomos,Senior Software Engineer,4,"$149,047 "
195,Evernote,Senior Software Engineer,4,"$149,813 "
194,Pure Storage,Senior Software Engineer,4,"$156,250 "
57,Caspian Capital,Programmer/Analyst,4,"$175,000 "
88,Sonida Group,Programmer/Analyst,3,"$47,847 "
87,Sedulo Group,Programmer/Analyst,3,"$48,655 "
181,Svi America,Java Developer,3,"$53,200 "
91,Infocision,Application Developer,3,"$53,383 "
102,Clevand Municipal School District,Data Analyst,3,"$53,795 "
100,Rnr Software,Computer Programmer Analyst,3,"$55,000 "
86,Deawm Distributors,Programmer/Analyst,3,"$56,667 "
99,Admarketplace,Data Analyst,3,"$56,917 "
85,Kantar Retail,Programmer/Analyst,3,"$59,280 "
98,Cem Technology,Data Analyst,3,"$59,400 "
90,It Experts Usa,Application Developer,3,"$60,000 "
165,Suswee Infotech,Qa Analyst,3,"$60,000 "
95,Xsunt,Data Analyst,3,"$60,000 "
95,Tek Erp,Data Analyst,3,"$60,000 "
68,Spr Software Systems,Developer,3,"$60,067 "
94,Anji Technologies,Data Analyst,3,"$60,133 "
178,Alrek Business Solutions,Java Developer,3,"$60,380 "
93,Optoro,Data Analyst,3,"$60,500 "
177,Pyramid Consulting,Java Developer,3,"$60,667 "
84,Icf,Programmer/Analyst,3,"$60,930 "
90,K-Tek Resourcing,Data Analyst,3,"$61,000 "
90,Relycom,Data Analyst,3,"$61,000 "
90,Glaman Tech,Data Analyst,3,"$61,000 "
161,United Software Group,Qa Analyst,3,"$61,667 "
88,Dmi Big Data Insights,Application Developer,3,"$62,333 "
160,Chocho123,Qa Analyst,3,"$62,333 "
96,Global Computer Architects,Computer Programmer Analyst,3,"$62,500 "
89,Plymouth Rock Assurance,Data Analyst,3,"$62,621 "
157,Aptek Solutions,Qa Analyst,3,"$62,901 "
93,Freyr,Computer Programmer Analyst,3,"$63,170 "
88,Firefly Pros,Data Analyst,3,"$63,174 "
92,Two95 International,Computer Programmer Analyst,3,"$63,333 "
87,Euclid Elementz,Data Analyst,3,"$63,333 "
66,Towers Watson Delware,Developer,3,"$63,422 "
91,Great Logics,Computer Programmer Analyst,3,"$63,500 "
173,Infosys Solutions,Java Developer,3,"$64,000 "
153,Vaarg,Qa Analyst,3,"$64,000 "
153,Apps Solutions,Qa Analyst,3,"$64,000 "
152,Sriven Technologies,Qa Analyst,3,"$64,038 "
86,Ads Alliance Data Systems,Data Analyst,3,"$64,786 "
170,M9 Consulting,Java Developer,3,"$65,000 "
170,Wb Solutions,Java Developer,3,"$65,000 "
83,Onprem Solution Partners,Programmer/Analyst,3,"$65,000 "
148,Najsoft,Qa Analyst,3,"$65,000 "
148,Applied Computer Techniques,Qa Analyst,3,"$65,000 "
85,Genesis Research,Data Analyst,3,"$65,000 "
86,Peta Systems,Application Developer,3,"$65,042 "
147,Priserve Consulting,Qa Analyst,3,"$65,333 "
169,Insigma,Java Developer,3,"$65,501 "
83,Super Micro Computer,Data Analyst,3,"$65,770 "
167,Itface,Java Developer,3,"$66,000 "
146,Uniwaysoft,Qa Analyst,3,"$66,000 "
166,H-3 Technologies,Java Developer,3,"$66,667 "
84,Atp Usa,Application Developer,3,"$66,759 "
81,Excelon Solutions,Data Analyst,3,"$67,808 "
145,Sapere,Qa Analyst,3,"$67,833 "
83,E-Zest Solutions,Application Developer,3,"$67,882 "
42,Pactera Technologies Na,Software Test Engineer,3,"$68,564 "
82,Infowaretech,Application Developer,3,"$68,667 "
144,Nh Software Solutions,Qa Analyst,3,"$68,667 "
82,Pa Consulting Group,Programmer/Analyst,3,"$68,750 "
80,Wonderbox Technologies,Data Analyst,3,"$68,964 "
163,Netlogic Solutions,Java Developer,3,"$69,333 "
81,Cincinnati Children's Hospital Medical Center,Application Developer,3,"$69,548 "
162,Consiga Technologies,Java Developer,3,"$69,667 "
65,Analytic Partners,Developer,3,"$69,673 "
78,Techno Rocket Systems,Data Analyst,3,"$70,000 "
79,Superior Air Charter,Application Developer,3,"$70,138 "
161,It Ideology,Java Developer,3,"$70,221 "
64,Blue Wolf Group,Developer,3,"$70,333 "
160,Kanap Systems,Java Developer,3,"$70,333 "
63,Jmj Grace,Developer,3,"$70,667 "
159,Usm Business Systems,Java Developer,3,"$70,667 "
140,Fynbosys,Qa Analyst,3,"$70,667 "
88,Rootshell Enterprise Technologies,Computer Programmer Analyst,3,"$71,077 "
39,Manthan Data Solutions,Software Test Engineer,3,"$71,833 "
86,Magnanimous,Computer Programmer Analyst,3,"$72,000 "
81,National Grid Usa Service Company,Programmer/Analyst,3,"$72,000 "
138,Digital Software,Qa Analyst,3,"$72,000 "
61,Mysapgroup,Developer,3,"$72,333 "
61,Fastenal Company Purchasing,Developer,3,"$72,333 "
155,Vensoft Solutions,Java Developer,3,"$72,500 "
74,Marketshare Partners,Data Analyst,3,"$72,523 "
137,Delasoft,Qa Analyst,3,"$72,573 "
80,Meritek,Programmer/Analyst,3,"$72,800 "
78,Turtleage It,Application Developer,3,"$72,933 "
136,Intersoft Data Labs,Qa Analyst,3,"$73,333 "
85,Ilantus Technologies Pvt.,Computer Programmer Analyst,3,"$73,560 "
222,Rho Consulting Services,Database Administrator,3,"$73,562 "
38,Detroit Engineered Products,Software Test Engineer,3,"$74,133 "
79,Petroleum Industry Research Associates,Programmer/Analyst,3,"$74,358 "
77,Wininfosys,Application Developer,3,"$74,751 "
150,R3 Technology,Java Developer,3,"$74,766 "
84,B M Associates,Computer Programmer Analyst,3,"$74,795 "
147,Talteam,Java Developer,3,"$75,000 "
147,Kk Associates,Java Developer,3,"$75,000 "
78,Fitch Ratings,Programmer/Analyst,3,"$75,000 "
73,Workiva,Data Analyst,3,"$75,000 "
146,Boss Technologies,Java Developer,3,"$75,333 "
75,Elite Innovative Solutions,Application Developer,3,"$75,667 "
74,Ibm India Private Linmited,Application Developer,3,"$75,744 "
219,Lanco Global Systems,Database Administrator,3,"$76,000 "
134,Ad3i Systems,Qa Analyst,3,"$76,000 "
133,Valuelabs,Qa Analyst,3,"$76,667 "
60,Plexon,Developer,3,"$77,500 "
72,Softthink Solutions,Data Analyst,3,"$77,612 "
217,Ageatia Technology Consultancy Services,Database Administrator,3,"$78,000 "
82,Nyc Department Of Finance,Computer Programmer Analyst,3,"$78,064 "
132,Medhost Services,Qa Analyst,3,"$78,285 "
215,Viva Usa,Database Administrator,3,"$79,000 "
81,Even & Odd Minds,Computer Programmer Analyst,3,"$79,167 "
131,Amicus Systems,Qa Analyst,3,"$79,333 "
71,Npv Staffing,Data Analyst,3,"$79,813 "
213,Dbaffinity,Database Administrator,3,"$80,000 "
71,Revspring,Application Developer,3,"$80,000 "
77,Pacific Global Advisors,Programmer/Analyst,3,"$80,000 "
70,Edmunds.Com,Data Analyst,3,"$80,000 "
70,Vanderbilt University Medical Center,Application Developer,3,"$80,667 "
212,Netra Technologies,Database Administrator,3,"$80,789 "
129,O2 Technologies,Qa Analyst,3,"$81,667 "
76,Neuberger Berman Group,Programmer/Analyst,3,"$81,833 "
37,"Wicresoft North America,",Software Test Engineer,3,"$82,267 "
127,Hiral  Technologies,Qa Analyst,3,"$82,833 "
80,Aptiva,Computer Programmer Analyst,3,"$83,000 "
211,Programmer Resources International,Database Administrator,3,"$83,200 "
58,Blue Cross And Blue Shield Of Florida,Developer,3,"$83,252 "
57,Velir Studios,Developer,3,"$83,667 "
209,Yan Trading,Database Administrator,3,"$84,000 "
206,Braves Technologies,Database Administrator,3,"$85,000 "
140,Talentlink,Java Developer,3,"$86,000 "
139,Nalashaa,Java Developer,3,"$86,167 "
56,Latitude Consulting Group,Developer,3,"$87,161 "
138,Newt Global Consulting,Java Developer,3,"$87,467 "
55,Fidessa,Developer,3,"$87,833 "
36,Telecommunication Systems,Software Test Engineer,3,"$89,501 "
53,1010data Services,Developer,3,"$90,000 "
53,Tango Management Consulting,Developer,3,"$90,000 "
67,Whirl-I-Gig,Application Developer,3,"$90,743 "
75,Firstkey Mortgage,Programmer/Analyst,3,"$90,833 "
65,Dow Jones And Company,Application Developer,3,"$91,913 "
204,Estuate,Database Administrator,3,"$93,000 "
136,Trigyn Technologies,Java Developer,3,"$93,333 "
67,Squillion Systems,Data Analyst,3,"$93,359 "
74,Rule 14,Programmer/Analyst,3,"$94,554 "
66,Twin Prime,Data Analyst,3,"$95,000 "
203,Tek-Pal,Database Administrator,3,"$96,512 "
79,Ost,Computer Programmer Analyst,3,"$97,250 "
48,Infobahn Softworld,Developer,3,"$97,599 "
134,Actium Consulting,Java Developer,3,"$98,080 "
202,Best Doctors,Database Administrator,3,"$98,927 "
64,Vivsoft Technologies,Application Developer,3,"$100,000 "
73,Western Digital Technologies,Programmer/Analyst,3,"$100,374 "
132,Ferguson Consulting,Java Developer,3,"$102,500 "
63,Private National Mortgage Acceptance Company,Application Developer,3,"$103,444 "
47,Thinkbrq,Developer,3,"$105,000 "
201,Aig Employee Services,Database Administrator,3,"$105,000 "
62,Mio Partners,Application Developer,3,"$106,667 "
63,Spin Analytics And Strategy,Data Analyst,3,"$107,000 "
46,Primitive Logic,Developer,3,"$110,180 "
60,Smartgeotech,Application Developer,3,"$113,000 "
72,Moody's Investors Service,Programmer/Analyst,3,"$117,173 "
71,Pine River Capital Management,Programmer/Analyst,3,"$117,349 "
199,Analytical Solutions By Kline,Database Administrator,3,"$120,640 "
35,Orchestra Technology,Software Test Engineer,3,"$127,573 "
70,Tiger Management,Programmer/Analyst,3,"$127,795 "
45,Pacific Investment Management Company (Pimco),Developer,3,"$139,333 "
198,Norgate Technology,Database Administrator,3,"$150,107 "
69,Soros Fund Management,Programmer/Analyst,3,"$216,667 "
219,Kim Chen Agency,Data Analyst,2,"$35,500 "
164,New Mexico State University,Programmer/Analyst,2,"$38,792 "
163,Northeast Construction,Programmer/Analyst,2,"$45,000 "
218,Westnet,Data Analyst,2,"$45,000 "
162,Towers Watson Delaware,Programmer/Analyst,2,"$45,500 "
140,Xpectit Mobile,Computer Programmer Analyst,2,"$47,500 "
217,Benchmark Education Company,Data Analyst,2,"$48,000 "
81,Volt Management,Software Test Engineer,2,"$48,131 "
216,H. Lee Moffitt Cancer Center And Research Institute,Data Analyst,2,"$48,194 "
215,University Of Pittsburgh,Data Analyst,2,"$48,516 "
214,Starpoint Solutions,Data Analyst,2,"$49,422 "
212,Wunderman Data Management,Data Analyst,2,"$50,000 "
212,Select Portfolio Servicing,Data Analyst,2,"$50,000 "
161,Procurement Advisors,Programmer/Analyst,2,"$50,200 "
139,Priamba Soft,Computer Programmer Analyst,2,"$51,730 "
211,We Care Recycling Administration,Data Analyst,2,"$52,000 "
160,Dalberg Consulting Us,Programmer/Analyst,2,"$52,015 "
80,Whova,Software Test Engineer,2,"$52,104 "
